,06/30/2013,4804835,04457,LIONS GATE ENTERTAINMENT CORP.:J.FRECK:THREE MUSKETEERS 3D
,06/30/2013,4805241,04453,LIONS GATE ENTERTAINMENT CORP.:J.FRECK:RED
,06/30/2013,4804832,04451,LIONS GATE ENTERTAINMENT CORP.:J.FRECK:FAIR GAME
,06/30/2013,4804838,04450,LIONS GATE ENTERTAINMENT CORP.:J.FRECK:DRIVE ANGRY 3D
,06/30/2013,4804838,04449,LIONS GATE ENTERTAINMENT CORP.:J.FRECK:DRIVE ANGRY 2D
,06/30/2013,4804836,04447,LIONS GATE ENTERTAINMENT CORP.:J.FRECK:DARKEST HOUR 3D
,06/30/2013,THEBRIDGE YR.1 PO#D1,4776/4858/4864,"FOX LATIN AMERICAN CHANNELS:B. FLORES:BRIDGE, THE"
,06/30/2013,THE BRIDGE YR.1 PO#C1,4776/4858/4864,"FOX LATIN AMERICAN CHANNELS:B. FLORES:BRIDGE, THE"
,06/30/2013,THE BRIDGE YR.1 PO#A1,4776/4858/4864,"FOX LATIN AMERICAN CHANNELS:B. FLORES:BRIDGE, THE"
,06/30/2013,THE BRIDGE YR.1 PO#B1,4776/4858/4864,"FOX LATIN AMERICAN CHANNELS:B. FLORES:BRIDGE, THE"
,06/30/2013,100227113,04618,AMAZON:A GOOD DAY TO DIE HARD
,06/30/2013,100227113,04619,AMAZON:A GOOD DAY TO DIE HARD
,06/30/2013,2012-26,04822,ESPN:S.SCHOEN:ABBY HEAD ON
,06/30/2013,TSC282443,04795,"20TH CENTURY FOX TV DISTRIBUTION:M. PAZOS:GLADES, THE"
,06/30/2013,PSN,04823,Sony Media Software and Services:EST/VOD:PLAYSTATION DELIVERY - AL283172
,06/30/2013,PSN,04841,Sony Media Software and Services:EST/VOD:PLAYSTATION DELIVERY - AL283169
,06/30/2013,4802423,04662,LIONS GATE ENTERTAINMENT CORP.:G. HERNANDEZ:A BETTER LIFE
,06/30/2013,PSN,04844,Sony Media Software and Services:EST/VOD:PLAYSTATION DELIVERY - AL283167
,06/30/2013,LO-B343181,02340,20TH CENTURY FOX TV DISTRIBUTION:A. PRINCENTHAL:NEW GIRL
,06/30/2013,117900,04859,Fremantle Media:L.BARNES:1000 WAYS TO DIE - SEASON 6
,06/30/2013,117878,04853,Fremantle Media:L.BARNES:1000 WAYS TO DIE - SEASON 4
,06/30/2013,117879,04854,Fremantle Media:L.BARNES:1000 WAYS TO DIE - SEASON 5
,06/30/2013,0813,04694,JETBLUE AIRWAYS:S.KLINE:AUGUST 2013 LINEUP
,06/30/2013,,,FREMANTLE:R.MILSTEIN:STORAGE FEES
,06/30/2013,0540023465,01407,ITUNES S.A.R.L.:EST/VOD-J.GOODRUM:VARIOUS TITLES
,06/30/2013,01320MFNY4720591300000,04642...,A&E Television Networks:K. ALIRES:VARIOUS TITLES
,06/30/2013,3005918832,04762,DISNEY WORLDWIDE SHARED SERVICES:D.KING:VARIOUS TITLES
,06/30/2013,01320MFNY4720591300000,01427,A&E Television Networks:K. ALIRES:VARIOUS TITLES
,06/30/2013,1336760-1,04862,Warner Bros. Technical Operations:B. ESPINOZA:LEVEL UP
,06/30/2013,1291083-41,04300,Warner Bros. Technical Operations:B. ESPINOZA:BEN 10
,06/30/2013,1334830-1,04850,Warner Bros. Technical Operations:B. ESPINOZA:VARIOUS TITLES
,06/30/2013,1291083-32,04255,"Warner Bros. Technical Operations:B. ESPINOZA:MENTALIST, THE"
,06/30/2013,TSC283175,04878,20TH CENTURY FOX:J.LANDIN:IT'S ALWAYS SUNNY IN PHILADELPHIA
,06/30/2013,TSC281999,04793,20TH CENTURY FOX TV DISTRIBUTION:G.SILBERSTEIN:HIDE AND SEEK
,06/30/2013,3005918223,04760,DISNEY WORLDWIDE SHARED SERVICES:D.KING:VARIOUS TITLES
,06/30/2013,4804693,04874,LIONS GATE ENTERTAINMENT CORP.:J.GLUCKSMAN:FAIR GAME
,06/30/2013,2012-25,04815/ 04870,ESPN:S.SCHOEN:VARIOUS TITLES
,06/30/2013,1322404-1,04634,Warner Bros. Technical Operations:M. ENNIS:NIP/TUCK
,06/30/2013,4805074,04722,LIONS GATE ENTERTAINMENT CORP.:B. STERN:TWILIGHT SAGA - ECLIPSE
,06/30/2013,,01264,SDI Media USA:POKEMON
,06/30/2013,,03718/04687,SDI Media USA:POKEMON
,06/30/2013,,04745,"Amblin Entertainment, LLC:A. JACKSON:SNIPER"
,06/30/2013,,04510,SDI Media USA:CROSSFIGHT
,06/30/2013,,01117,"Amblin Entertainment, LLC:AMBLIN RESTORATION PROJECT"
,06/30/2013,1330651-1,04766,Warner Bros. Technical Operations:C.REVELES:HART OF DIXIE
,06/30/2013,1311056-1,04410,"Warner Bros. Technical Operations:C.REVELES:MIDDLE, THE"
,06/30/2013,1291083-18,03811,Warner Bros. Technical Operations:B. ESPINOZA:TWO BROKE GIRLS
,06/30/2013,1291083-43,04294,Warner Bros. Technical Operations:B. ESPINOZA:BEN 10-ALIEN FORCE
,06/30/2013,TSC283443,04848,20th Century Fox Technical Services:E.LOPEZ:THE VERDICT
,06/30/2013,1291083-64,04582,Warner Bros. Technical Operations:B. ESPINOZA:VARIOUS TITLES
,06/30/2013,1332474-1,04847,Warner Bros. Technical Operations:G. DEHAVEN:SHAFT'S BIG SCORE
,06/30/2013,TSC282229,04807,20TH CENTURY FOX TV DISTRIBUTION:M. PAZOS:VARIOUS TITLES
,06/30/2013,1291083-33,04256,"Warner Bros. Technical Operations:B. ESPINOZA:MENTALIST, THE"
,06/30/2013,1291083-36,04260,Warner Bros. Technical Operations:B. ESPINOZA:SUBURGATORY
,06/30/2013,1291083-44,04293,Warner Bros. Technical Operations:B. ESPINOZA:MAD
,06/30/2013,1291083-35,04259,Warner Bros. Technical Operations:B. ESPINOZA:MIKE AND MOLLY
,06/30/2013,1291083-34,04257,Warner Bros. Technical Operations:B. ESPINOZA:THE MIDDLE
,06/30/2013,1291083-37,04261,Warner Bros. Technical Operations:B. ESPINOZA:SULLIVAN AND SON
,06/30/2013,MF85582812FIC,04446,FOX LATIN AMERICAN CHANNELS:B. FLORES:AMERICAN DAD
,06/30/2013,MF85582812FIC,03745,FOX LATIN AMERICAN CHANNELS:B. FLORES:MUNDOFOX 20TH MOVIE TITLES
,06/28/2013,4802584,04670...,LIONS GATE ENTERTAINMENT CORP.:R. BENSON:VARIOUS TITLES
,06/28/2013,1330669-1,04768,Warner Bros. Technical Operations:C.REVELES:PERSON OF INTEREST
,06/28/2013,1330674-1,04774,Warner Bros. Technical Operations:C.REVELES:SUBURGATORY
,06/28/2013,TSC278372,04579,20TH CENTURY FOX TV DISTRIBUTION:A. PRINCENTHAL:UNSUPERVISED
,06/28/2013,3005918833,04779,DISNEY WORLDWIDE SHARED SERVICES:D.KING:VARIOUS TITLES
,06/28/2013,1291083-40,04299,Warner Bros. Technical Operations:B. ESPINOZA:BATMAN-THE BRAVE AND THE BOLD
,06/28/2013,1332298-1,04814,Warner Bros. Technical Operations:B. ESPINOZA:GREEN LANTERN-EMERALD KNIGHTS
,06/27/2013,TSC271851,03800,20TH CENTURY FOX TV DISTRIBUTION:A. PRINCENTHAL:DIE HARD2
,06/27/2013,TSC273193,04187,20TH CENTURY FOX TV DISTRIBUTION:A. PRINCENTHAL:SPEED
,06/27/2013,4801704,04604/ 04605,LIONS GATE ENTERTAINMENT CORP.:B. STERN:VARIOUS TITLES
,06/27/2013,,04494,"FX NETWORKS, LLC:E.PRMEO:CHOZEN"
,06/27/2013,MG-5337,04632 / 04602,Sonar Entertaiinment:M. GRADY:VARIOUS TITLES
,06/27/2013,2012-24,04598,ESPN:S.SCHOEN:BENJI
,06/27/2013,1291083-28,04249,"Warner Bros. Technical Operations:B. ESPINOZA:CLOSER, THE"
,06/26/2013,3005905965,04657,DISNEY WORLDWIDE SHARED SERVICES:J.MELARA:DESPERATE HOUSEWIVES
,06/26/2013,3005912979,04695,DISNEY WORLDWIDE SHARED SERVICES:J.MELARA:VARIOUS TITLES
,06/26/2013,TSC278450,04623,20TH CENTURY FOX TV DISTRIBUTION:T.FIALA:WATER FOR ELEPHANTS
,06/26/2013,TSC279620,04640,20TH CENTURY FOX TV DISTRIBUTION:T.FIALA:ANASTASIA
,06/26/2013,TSC279617,04639,20TH CENTURY FOX TV DISTRIBUTION:T.FIALA:REBOUND
,06/26/2013,TSC278452,04622,20TH CENTURY FOX TV DISTRIBUTION:T.FIALA:X-MEN - FIRST CLASS
,06/26/2013,3005907056,04656,DISNEY WORLDWIDE SHARED SERVICES:J.MELARA:DESPERATE HOUSEWIVES
,06/26/2013,1291083-62,04490,Warner Bros. Technical Operations:B. ESPINOZA:SUPERMAN (ANIM)
,06/26/2013,1326660-1,04684,Warner Bros. Technical Operations:B. ESPINOZA:HALL PASS
,06/26/2013,1330667-1,04767,Warner Bros. Technical Operations:C.REVELES:NIKITA
,06/26/2013,TSC278410,04621,20TH CENTURY FOX TV DISTRIBUTION:T.FIALA:RIO
,06/26/2013,PENDING,03733,"20th Century Fox Film Corporation:B. MARSHALL:SESSIONS, THE"
,06/26/2013,PENDING,03732,"20th Century Fox Film Corporation:T.CRUZ:SESSIONS, THE"
,06/26/2013,PENDING,04512,"20th Century Fox Film Corporation:T.CRUZ:SESSIONS, THE"
,06/25/2013,4803269,04733,"LIONS GATE ENTERTAINMENT CORP.:R. BENSON:BEAVER, THE"
,06/25/2013,1291083-31,04253,Warner Bros. Technical Operations:B. ESPINOZA:HART OF DIXIE
,06/25/2013,1291083-69,04617,Warner Bros. Technical Operations:B. ESPINOZA:VARIOUS TITLES
,06/25/2013,1291083-63,04491,Warner Bros. Technical Operations:B. ESPINOZA:VARIOUS TITLES
,06/25/2013,1291083-61,04489,Warner Bros. Technical Operations:B. ESPINOZA:SUPERMAN (ANIM)
,06/24/2013,1291083-58,04486,Warner Bros. Technical Operations:B. ESPINOZA:JUSTICE LEAGUE UNLIMITED
,06/24/2013,TSC281433,04697,20TH CENTURY FOX:J.LANDIN:DIE HARD
,06/24/2013,TSC279559,04636,20TH CENTURY FOX TV DISTRIBUTION:M. PAZOS:WHITE COLLAR
,06/24/2013,TSC278851,04555,20TH CENTURY FOX TV DISTRIBUTION:M.WEBB:ONDE ESTA A FELICIDADE
,06/24/2013,01320MFNY4720591300000,3778/3774/3767,A&E Television Networks:K. ALIRES:VARIOUS TITLES
,06/24/2013,1330590-1,04765,"Warner Bros. Technical Operations:C.REVELES:BIG BANG THEORY, THE"
,06/24/2013,1291083-29,04251,Warner Bros. Technical Operations:B. ESPINOZA:DALLAS
,06/20/2013,TSC279849,04638,20th Century Fox Technical Services:L. KAO:HUCK FINN
,06/20/2013,MG-5347,04624,Sonar Entertaiinment:M. GRADY:RING OF FIRE
,06/20/2013,MG-5362,04679,Sonar Entertaiinment:M. GRADY:EVE OF DESTRUCTION
,06/20/2013,3005907054,04658,DISNEY WORLDWIDE SHARED SERVICES:J.MELARA:DESPERATE HOUSEWIVES
,06/20/2013,TSC275182,04360,20th Century Fox Technical Services:L. KAO:HUCK FINN
,06/20/2013,TSC280335,04702,20th Century Fox Technical Services:L. KAO:KNIGHT AND DAY
,06/20/2013,01320MFNY4720591300000,03756/ 03775,A&E Television Networks:K. ALIRES:VARIOUS TITLES
,06/20/2013,01320MFNY4720591300000,03741/03749/03752,A&E Television Networks:K. ALIRES:VARIOUS TITLES
,06/20/2013,1291083-59,04487,"Warner Bros. Technical Operations:B. ESPINOZA:LOONEY TUNES SHOW, THE"
,06/20/2013,1327324-1,04739,Warner Bros. Technical Operations:G. DEHAVEN:ATL (2006)
,06/20/2013,2012-23,04396,ESPN:T. MYERS:ABBY - HEAD ON
,06/19/2013,3005898532,04581,DISNEY WORLDWIDE SHARED SERVICES:D.KING:COUGAR TOWN
,06/19/2013,1291083-56,04484,Warner Bros. Technical Operations:L.PATTERSON:BEN 10 - ULTIMATE ALIEN
,06/19/2013,1291083-57,04485,Warner Bros. Technical Operations:L.PATTERSON:JUSTICE LEAGUE UNLIMITED
,06/19/2013,1274368-3,04696,Warner Bros. Technical Operations:C.REVELES:TWO BROKE GIRLS
,06/19/2013,01320MFNY4720591300000,03762...,A&E Television Networks:K. ALIRES:VARIOUS TITLES
,06/18/2013,1320898-1,04595,"Warner Bros. Technical Operations:C.REVELES:MENTALIST, THE"
,06/18/2013,1320877-1,04594,Warner Bros. Technical Operations:C.REVELES:ARROW
,06/18/2013,TSC279610,04610,20TH CENTURY FOX TV DISTRIBUTION:A. PRINCENTHAL:ROOKIE OF THE YEAR
,06/18/2013,3005905954,04655,DISNEY WORLDWIDE SHARED SERVICES:J.MELARA:DESPERATE HOUSEWIVES
,06/18/2013,1262982-2,04671,Warner Bros. Technical Operations:C.REVELES:VAMPIRE DIARIES
,06/18/2013,1291083-27,04236,"Warner Bros. Technical Operations:L.PATTERSON:CLOSER, THE"
,06/18/2013,1320926-1,04603,Warner Bros. Technical Operations:C.REVELES:LEVEL UP
,06/18/2013,1262956-2,04652,Warner Bros. Technical Operations:C.REVELES:PRETTY LITTLE LIARS
,06/18/2013,1291083-60,04488,Warner Bros. Technical Operations:L.PATTERSON:SUPERMAN (ANIM)
,06/18/2013,3005905820,04649,DISNEY WORLDWIDE SHARED SERVICES:D.KING:SAMANTHA WHO
,06/10/2013,,P40455,20TH CENTURY FOX:S.THORBURN:FRENCH CONNECTION II
,05/31/2013,TSC268881,03588,20th Century Fox Technical Services:J. DUPLUSH:ALIEN VS PREDATOR
,05/31/2013,TSC268816,03609,20TH CENTURY FOX TV DISTRIBUTION:G.SILBERSTEIN:OUR FAMILY WEDDING
,05/31/2013,TSC271584,03783,20TH CENTURY FOX TV DISTRIBUTION:T.FIALA:IDIOCRACY
,05/31/2013,TSC271591,03782,20TH CENTURY FOX TV DISTRIBUTION:T.FIALA:IN THE MIX
,05/31/2013,TSC271592,03781,20TH CENTURY FOX TV DISTRIBUTION:T.FIALA:THE MARINE
,05/31/2013,ZS3490,4230/4231/4267,"Samsung Electronics Company, LTD.:DaeYoung Son:SAMSUNG DELIVERY - BRAZIL"
,05/31/2013,ZS3490,04268...,"Samsung Electronics Company, LTD.:DaeYoung Son:SAMSUNG DELIVERY - BRAZIL"
,05/31/2013,TSC272436,04112,20TH CENTURY FOX TV DISTRIBUTION:G.SILBERSTEIN:WHAT LIES BENEATH
,05/31/2013,TSC272755,04121,"20TH CENTURY FOX TV DISTRIBUTION:T.FIALA:A-TEAM, THE"
,05/31/2013,TSC280893,04285,20TH CENTURY FOX:T.ATKINSON:ROMEO ET JULIETTE
,05/31/2013,ZS3490,04279,"Samsung Electronics Company, LTD.:DaeYoung Son:SAMSUNG DELIVERY -FRANCE"
,05/31/2013,PSN,04350,Sony Media Software and Services:EST/VOD:PLAYSTATION DELIVERY - AL274281
,05/31/2013,PSN,04361,Sony Media Software and Services:EST/VOD:PLAYSTATION DELIVERY - AL275118
,05/31/2013,95354340,04344,MICROSOFT CORP./ XBOX:EST/VOD:XBOX DELIVERY - SPAIN
,05/31/2013,0505023654,04346,ITUNES K.K.:DIE HARD
,05/31/2013,0505023654,04347,"ITUNES K.K.:DIE HARD II, DIE HARDER"
,05/31/2013,0505023654,04348,ITUNES K.K.:DIE HARD-WITH A VENGEANCE (DIE HARD 3)
,05/31/2013,117408/117468,04291/4355,Fremantle Media:S. FERGUSON:ALIEN DAWN
,05/31/2013,117542,04471,Fremantle Media:L.BARNES:ULTIMATE PARKOUR CHALLENGE
,05/31/2013,117439,04406,"Fremantle Media:L.BARNES:MARTHA STEWART SHOW, THE - SEASON 7"
,05/31/2013,117023,03799,Fremantle Media:TRACI LARSEN:MERLIN - SEASON 5
,05/31/2013,1291083-12,03724,Warner Bros. Technical Operations:L.PATTERSON:TWO STUPID DOGS / SECRET SQUIRREL SHOW
,05/31/2013,117448,04341,Fremantle Media:S. FERGUSON:MONSUNO
,05/31/2013,117504/117505,04408 /04400,Fremantle Media:L.BARNES:WEB THERAPY
,05/31/2013,117451,04340,Fremantle Media:L.BARNES:CUT IN HALF
,05/31/2013,117450,04342,Fremantle Media:C.SPALDING:MIRACLE DETECTIVES
,05/31/2013,117556,04497,Fremantle Media:L.BARNES:GALLERY GIRLS
,05/31/2013,117554,04493,Fremantle Media:L.BARNES:1000 WAYS TO DIE - SEASON 6
,05/31/2013,4800334,04405,LIONS GATE ENTERTAINMENT CORP.:B. STERN:TWILIGHT SAGA-NEW MOON
,05/31/2013,117284,03819,Fremantle Media:L.BARNES:AMERICA'S LOST TREASURES
,05/31/2013,4798155,04281,LIONS GATE ENTERTAINMENT CORP.:R. BENSON:DRIVE ANGRY
,05/31/2013,ZS3490,04245,"Samsung Electronics Company, LTD.:DaeYoung Son:SAMSUNG DELIVERY -FRANCE"
,05/31/2013,ZS3490,04382/04380/4379,"Samsung Electronics Company, LTD.:DaeYoung Son:SAMSUNG DELIVERY -FRANCE"
,05/31/2013,ZS3490,04432...,"Samsung Electronics Company, LTD.:DaeYoung Son:SAMSUNG DELIVERY -FRANCE"
,05/31/2013,PSN,04371,Sony Media Software and Services:EST/VOD:PLAYSTATION DELIVERY - AL275536
,05/31/2013,95354340,04374,MICROSOFT CORP./ XBOX:EST/VOD:XBOX DELIVERY - GERMANY
,05/31/2013,TSC273851,04283,20TH CENTURY FOX:J.LANDIN:WILFRED
,05/31/2013,TSC273852,04284,20TH CENTURY FOX:J.LANDIN:WILFRED
,05/31/2013,,04266,"Skynet iMotions Activities SA:EST/VOD:GOOD DAY TO DIE HARD, A"
,05/31/2013,0540023465,04472,ITUNES S.A.R.L.:EST/VOD-J.GOODRUM:30 NIGHTS OF PARANORMAL ACTIVITY...
,05/31/2013,4802215,01231,LIONS GATE ENTERTAINMENT CORP.:S.DIXON:BIG WEDDING
,05/31/2013,4801597,03606,LIONS GATE ENTERTAINMENT CORP.:B. STERN:DRIVE ANGRY
,05/31/2013,95354340,04528,MICROSOFT CORP./ XBOX:EST/VOD:XBOX DELIVERY - GERMANY
,05/31/2013,95354340,04527,MICROSOFT CORP./ XBOX:EST/VOD:XBOX DELIVERY - ITALY
,05/31/2013,4802216,01032 / 01246,LIONS GATE ENTERTAINMENT CORP.:S.DIXON:STAND UP GUYS
,05/31/2013,4802217,00738,LIONS GATE ENTERTAINMENT CORP.:S.DIXON:EXPENDABLES 2
,05/31/2013,4802218,00740,LIONS GATE ENTERTAINMENT CORP.:S.DIXON:SINISTER
,05/31/2013,4802220,00751,LIONS GATE ENTERTAINMENT CORP.:S.DIXON:DREDD
,05/31/2013,4800217,04507,LIONS GATE ENTERTAINMENT CORP.:R. BENSON:SOURCE CODE
,05/31/2013,95354340,04515,MICROSOFT CORP./ XBOX:EST/VOD:XBOX DELIVERY - GERMANY
,05/31/2013,95354340,04544,MICROSOFT CORP./ XBOX:EST/VOD:XBOX DELIVERY-JAPAN
,05/31/2013,TSC274297,04307,20TH CENTURY FOX:J.LANDIN:FUTURAMA
,05/31/2013,TSC274290,04460,20TH CENTURY FOX:J.LANDIN:FUTURAMA
,05/31/2013,0505023654,03463,"ITUNES K.K.:BEST EXOTIC MARIGOLD HOTEL, THE"
,05/31/2013,1221549-2,02249,Warner Bros. Technical Operations:M.HALL:RENEGADE
,05/31/2013,1291083-25,04169,Warner Bros. Technical Operations:L.PATTERSON:666 PARK AVENUE
,05/31/2013,1317822-1,04537,Warner Bros. Technical Operations:L.PATTERSON:SUPERMAN III
,05/31/2013,1291083-26,04130,Warner Bros. Technical Operations:L.PATTERSON:CHUCK
,05/31/2013,1175034-1,0373,Warner Bros. Technical Operations:G. DEHAVEN:MAD MAX
